CCS,Coal(KG/T),Bentonite(KG/T),Furnance oil(LITR/T),i/m speed (m/min),Total Bed height (mm),lime + Coal(%),T1,T2,T3,T4,T5,T6,T7,T8,production quantity,Tumble Index%,Abration Index%,Mean Dia(mm),Porosity Pellet%,Input Fe( Raw material)%,Output Fe(Pellets)%
198,14.53,4.61,15.16,2.833333333,479.1666667,3.666666667,900,1000,1100,1200,1250,1270,1290,1000,11290,93.94,4.57,12.16,22.45,62.97,63.78
198,14.47,5.97,12.44,2.9,505,3.5,900,1000,1100,1150,1260,1280,1150,1183.333333,12720,93.36,5.07,12.02,23.23,62.87,63.43
198,14.05,3.96,13.46,2.673333333,483.5,2.766666667,920,1020,1120,1200,1300,1200,1200,1080,11105,93.5,5.1,12.28,23.77,61.98,63.2
198,13.82,6.03,13.77,3.07,443.1666667,3.65,910,1020,1130,1170,1260,1200,1200,1186.666667,11285,93.6,4.62,12.32,22.48,62.52,63.39
198,13.5,5.66,13.81,2.9,476,3.75,900,1000,1130,1170,1260,1200,1200,1180,11480,93.52,4.53,12.2,23.83,63,63.84
198,13.27,3.89,14.19,3.22,511.3333333,3.133333333,915,1025,1145,1155,1260,1160,1200,1203.333333,11305,93.51,5,12.4,23.96,62.54,63.1
198,13.27,4.64,13.86,2.8,482,4,900,1000,1100,1240,1280,1300,1280,950,12505,93.69,4.58,11.66,22.55,63.29,63.92
198,13.01,3.98,13,3.256666667,448,3.233333333,850,1050,1150,1220,1240,1240,1233.333333,893.3333333,12070,93.71,4.46,11.29,23.27,61.27,62.04
198,12.93,3.95,14,3.016666667,472.3333333,3.133333333,820,1100,1150,1220,1300,1290,1250,900,11910,93.4,5.68,12.11,23.06,62.19,63.2
198,12.9,4.64,13.23,3.2,509.3333333,3.7,900,1000,1100,1200,1240,1250,1273.333333,950,13800,94.28,4.33,12.48,22.74,62.67,63.61
198,12.83,4.03,15.38,2.87,460,3.4,900,1000,1100,1200,1260,1200,1200,1100,9430,93.53,4.99,12.27,23.67,62.4,63.27
198,12.46,4,13.71,3.05,500,2.5,950,1150,1050,1170,1300,1210,1210,1250,13005,93.67,4.6,12.52,23.62,61.89,62.99
198,12.45,3.93,20.1,2.68,480,3.4,900,1000,1110,1200,1280,1200,1200,1100,4580,93.47,4.45,12.11,23.56,62.33,63.25
198,11.85,3.63,12,2.873333333,518.3333333,2.9,920,1020,1113.333333,1100,1270,1280,1050,1040,12400,92.77,4.76,12.21,22.73,62.79,63.55
198,11.74,4.14,14.42,2.896666667,485,2.85,930,1030,1140,1170,1300,1210,1210,1190,11585,93.44,4.89,11.95,23.72,62.54,63.58
198,11.45,3.87,11,2.88,491.8,3.4,900,1000,1100,1200,1250,1280,1200,950,12405,93.76,4.78,12.15,22.9,62.68,63.55
198,10.79,5.07,13,2.9,511.3333333,3.133333333,900,1000,1100,1200,1260,1280,1200,980,12235,93.44,4.79,12.39,22.29,62.53,63.47
198,10.32,4,12,2.806666667,514,3.3,900,1010,1110,1270,1280,1200,1113.333333,1100,12010,93.32,5.03,12.23,23.16,62.73,63.54
198,10.04,4.9,14.02,2.95,510,3.1,900,1000,1100,1200,1240,1260,1240,950,12255,93.79,4.54,11.95,23.12,62.56,63.39
198,10.01,4.57,13.71,2.75,500,2.85,900,1000,1100,1240,1240,1260,1250,925,12690,94.12,4.5,12.06,22.76,62.88,63.51
198,8.98,2.02,16,3.05,513,4.466666667,900,1000,1150,1250,1300,1300,1306.666667,1100,13360,92,6.76,12.11,22.87,62.19,62.61
199,15.01,4.05,13.87,3.003333333,487,3.2,920,1020,1120,1200,1300,1200,1200,1100,11860,93.65,4.76,12.23,23.68,62.32,63.3
199,14.87,4.03,13.67,3.05,503.3333333,3.166666667,920,1020,1120,1200,1300,1200,1200,1050,12910,93.55,4.62,12.43,23.46,62.34,63.23
199,14.58,4,13.15,3.02,475,2.9,920,1020,1120,1200,1300,1200,1200,1080,11250,93.66,4.92,12.22,23.77,62.04,63.24
199,14.07,6.05,11.34,3.15,492,3.6,900,1000,1100,1150,1240,1260,1130,950,12725,92.89,5.34,12.19,22.35,62.69,63.48
199,13.98,5.81,13.76,2.78,498.3333333,3.7,900,1000,1120,1170,1260,1200,1200,1180,11015,93.53,4.89,12.12,22.71,62.25,62.9
199,13.82,6,12.21,2.98,483,3.4,920,1020,1150,1220,1280,1280,1180,1100,12160,93.85,4.41,12.39,23.45,62.45,63.34
199,13.65,3.96,13.65,2.98,462.5,2.816666667,920,1020,1120,1220,1290,1200,1200,1090,11355,93.65,4.44,11.74,23.28,62.1,63.32
199,13.55,3.97,14.63,3.01,483,2.833333333,930,1050,1150,1220,1280,1210,1210,1243.333333,11585,93.37,5.08,12.47,23.67,61.92,63.17
199,13.4,3.74,13.96,2.9,483,3.8,920,1020,1120,1170,1260,1200,1210,1150,11495,93.59,4.64,12.55,23.51,62.12,62.95
199,13.38,4.46,13.17,2.82,501,3.8,910,1006.666667,1106.666667,1240,1253,1256.666667,1233,950,12105,93.23,5.15,11.85,22.56,62.98,63.78
199,13.28,3.94,13.64,3,476.3333333,2.6,950,1050,1150,1170,1280,1210,1210,1230,12425,93.11,5.18,12.5,23.92,62.14,63.39
199,12.99,3.88,16,2.843333333,465.8333333,2.466666667,820,1000,1150,1220,1260,1260,1250,900,11085,93.47,4.61,12.22,23.32,61.96,62.96
199,12.95,3.8,16,2.89,471.5,2.866666667,820,1000,1150,1220,1286.666667,1260,1250,900,11040,93.45,4.82,12.18,23.58,61.97,62.79
199,12.2,3.82,14,2.95,480.5,2.833333333,866.6666667,1030,1130,1230,1280,1280,1250,876.6666667,12050,93.65,4.98,12.18,23.31,62.13,63.03
199,11.97,3.97,12,2.98,494.1666667,3.633333333,850,1050,1150,1220,1230,1236.666667,1243.333333,956.6666667,12610,93.96,4.29,11.76,23.1,61.55,62.32
199,11.78,4.04,14.41,2.98,480,2.8,930,1030,1140,1170,1300,1210,1210,1180,11880,93.72,4.57,12.24,23.27,62.19,63.38
199,11.32,4.02,15.58,2.92,490,2.9,930,1030,1140,1170,1300,1210,1210,1180,11930,93.64,4.55,12.32,23.6,62.19,63.37
199,10.58,4,11,2.75,518.3333333,3.3,900,1010,1110,1200,1270,1280,1200,1100,12005,93.37,4.79,12.26,22.59,62.55,63.37
199,10.14,4.63,11.69,3,504.6666667,3,900,1000,1100,1200,1240,1260,1240,950,12525,94.4,4.13,11.92,22.96,62.75,63.38
199,10.13,4.22,12.13,3,493,3,900,1000,1100,1200,1240,1260,1240,950,13025,93.81,4.81,11.84,22.91,62.93,63.88
199,9.98,4.16,13,2.883333333,493,3.533333333,850,1016.666667,1150,1220,1240,1250,1240,1006.666667,12020,93.61,4.61,11.54,22.98,61.89,63.02
199,8.45,4.84,13.32,3.1,502,2.9,900,1000,1100,1200,1240,1260,1240,950,13025,93.68,4.85,11.98,22.65,62.44,63.55
200,17.05,4.16,12,2.856666667,479.6666667,3.166666667,850,1040,1150,1223.333333,1240,1240,1186.666667,900,12020,93.94,4.32,11.27,22.86,62.29,63.14
200,15.4,5.01,12.2,3.2,509,4.2,900,1000,1100,1220,1250,1270,1290,950,13965,93.24,4.97,12.53,23.61,62.51,63.11
200,15,5.24,20,2.5,467.5,3.55,850,950,1100,1200,1300,1280,1280,1000,4195,93.51,4.82,12.32,23.71,61.97,62.57
200,14.99,4,13,3.126666667,471.6666667,3.166666667,850,1040,1140,1200,1200,1200,1160,900,12005,93.62,4.62,11.45,23.24,61.69,62.46
200,14.98,4,13,3.106666667,505.8333333,3.3,850,1040,1140,1200,1200,1200,1160,900,12015,93.67,4.62,11.31,23.36,62.08,62.86
200,14.97,3.99,12,2.983333333,475,3.25,850,1040,1140,1200,1200,1200,1153.333333,900,12025,93.75,4.64,11.33,23.31,62.21,62.95
200,14.36,6.04,11.3,3.1,509,3.4,900,1000,1100,1160,1220,1226,1226,950,13090,93.97,4.67,12.39,22.97,63.11,63.65
200,14.05,3.96,13.37,2.92,480,3.2,920,1020,1120,1200,1300,1200,1200,1100,11100,93.48,4.59,12.17,23.86,62.17,63.17
200,13.98,5.88,14.91,2.813333333,405,3.5,900,990,1140,1170,1260,1200,1200,1150,8510,93.09,5.1,12.2,23.35,61.92,62.92
200,13.9,5.63,15.08,2.97,471,3.75,900,1020,1120,1170,1260,1200,1200,1190,11005,92.85,5.31,12.33,24.05,62.63,63.13
200,13.31,3.94,14.56,3.02,495,3,950,1030,1130,1170,1300,1210,1210,1200,12175,93.74,4.45,12.06,24.04,62.22,63.24
200,13.02,3.98,12,3.193333333,454,2.28,850,1050,1150,1220,1240,1246.666667,1253.333333,926.6666667,12055,93.24,4.87,11.33,23.65,61.38,62.11
200,12.95,3.93,15,2.99,472.8333333,3.416666667,820,1000,1150,1220,1300,1290,1250,900,11970,92.63,5.27,12,23.36,62.13,63.02
200,12.91,3.88,17,2.73,460,2.7,820,1000,1150,1220,1280,1280,1250,950,11075,93.4,4.67,12.05,23.68,62.06,62.62
200,12.63,4.24,15.05,2.75,510,3.6,906,1020,1120,1220,1240,1260,1220,950,12510,93.73,4.52,12.08,22.01,62.65,63.37
200,12.57,3.95,14.8,2.93,477.6666667,3,930,1030,1140,1170,1300,1210,1210,1190,11140,93.88,4.6,12.36,23.84,62.41,63.5
200,12.27,3.98,13.33,2.986666667,505,2.7,920,1020,1120,1230,1300,1200,1200,1100,12555,93.67,4.66,12.24,23.79,62.29,63.42
200,12.17,4.79,13.08,3.2,508.8333333,3.383333333,900,1000,1100,1200,1233.333333,1253.333333,1273.333333,950,13560,94.18,4.3,12.5,23.65,62.64,63.48
200,11.99,3.92,12,3.003333333,496.8333333,3.533333333,850,1050,1150,1153.333333,1230,1226.666667,1236.666667,946.6666667,13010,93.83,4.46,11.79,22.69,61.64,62.4
200,11.64,4.75,13.41,2.85,514,3.4,920,1020,1120,1220,1260,1280,1250,950,13055,94.29,4.43,12.07,22.76,62.86,63.61
200,11.37,3.99,17.45,3.023333333,430,3.033333333,900,1000,1100,1200,1280,1200,1200,1100,10030,93.59,4.51,12.17,23.78,62.66,63.54
200,11.27,4.35,14.18,2.8,485,3,920,1020,1150,1220,1260,1280,1240,950,11265,93.6,4.62,11.98,22.3,62.95,63.79
200,11.22,4.01,15.11,3,496,2,950,1050,1170,1300,1210,1210,1210,1250,12475,93.91,4.56,12.44,24.02,62.38,63.27
200,10.02,4.23,12.98,2.8,499,2.9,900,1000,1100,1200,1240,1260,1240,950,12770,94,4.73,11.74,22.51,62.61,63.65
200,9.98,4.99,16.69,3.85,514,2.8,888.6666667,993.3333333,1093.333333,1193.333333,1226.666667,1246.666667,1226.666667,950,10025,93.91,4.63,12.38,23.34,61.75,62.77
201,15.56,3.98,13.95,2.813333333,480,3.4,950,1050,1150,1200,1280,1183.333333,1150,1176.666667,11565,93.39,4.87,12.39,23.58,62.04,63.2
201,15,3.89,15,3.003333333,479,2.7,820,1000,1150,1220,1280,1280,1250,900,11060,93.6,4.62,12.32,23.51,62.1,62.62
201,14.99,4,13,3.183333333,462,3.066666667,850,1050,1150,1220,1240,1243.333333,1240,963.3333333,12005,93.22,5,11.18,23.33,61.67,62.61
201,14.99,4,13,3.15,470,3.266666667,850,1040,1140,1200,1200,1200,1160,900,12010,93.78,4.56,11.63,23.05,62.11,63.04
201,14.98,4,13,3.13,463.1666667,3.1,850,1040,1140,1200,1200,1180,1160,900,12015,93.76,4.49,11.53,23.25,61.83,62.58
201,14.97,3.97,12,3.116666667,462,3.1,850,1040,1140,1200,1200,1200,1150,900,12090,93.61,4.7,11.3,23.05,62.29,63.2
201,13.79,4.1,19.42,3.09,455,2.8,920,1020,1120,1230,1300,1200,1200,1200,10005,93.73,4.57,12.5,23.66,62.12,63.31
201,13.6,5.96,12.64,2.873333333,465,3.3,900,1000,1120,1170,1260,1200,1200,1126.666667,10070,93.37,4.76,12.36,23.81,61.96,62.72
201,13.49,5.9,12.85,2.716666667,451,3.3,900,1000,1120,1170,1260,1200,1200,1130,10005,93.3,5.36,12.4,23.92,61.06,62.33
201,13.41,4.02,13.65,2.98,500,2.6,950,1050,1130,1170,1300,1210,1210,1250,12675,93.86,4.51,12.17,23.91,62.21,63.21
201,13.09,5.39,12.57,2.75,510,3.7,900,1000,1120,1220,1240,1260,1280,950,12070,93.71,4.78,11.93,22.94,62.32,63.23
201,13.01,3.98,16,2.806666667,450.8333333,2.833333333,820,1000,1150,1220,1303.333333,1273.333333,1250,900,11065,93.4,4.65,12.15,23.39,62.06,62.74
201,12.99,4,12,3.1,483,3.033333333,850,1050,1150,1220,1260,1260,1243.333333,966.6666667,12005,93.35,4.78,11.66,23.5,61.23,62.01
201,12.99,4,12,3.25,445.6666667,3.433333333,850,1050,1150,1160,1246.666667,1246.666667,1226.666667,933.3333333,12010,93.52,4.71,11.48,22.85,60.83,61.85
201,12.84,3.98,15.02,2.913333333,473.5,3.7,920,1020,1120,1170,1260,1200,1210,1160,11055,93.64,4.47,12.65,23.07,62.16,62.88
201,12.67,5.41,12.01,3.1,494.5,3.5,900,1000,1100,1150,1240,1260,1150,1000,12390,93.9,4.49,12.21,23.26,62.89,63.61
201,12.38,3.98,15.52,2.52,459,3.1,900,1000,1110,1200,1280,1200,1200,1100,9290,93.65,4.58,12.41,23.48,62.24,63.21
201,12.02,3.97,19.5,3.04,430,2.766666667,920,1000,1130,1200,1200,1200,1200,1200,10070,93.6,4.58,12.2,23.75,62.58,63.49
201,11.92,6,13.37,2.8,482.8333333,3.6,900,1000,1100,1150,1260,1280,1150,1000,11495,93.46,4.71,12.17,23.61,62.77,63.68
201,11.89,5.81,12.96,2.8,480.8333333,3.1,900,990,1140,1170,1250,1200,1200,1200,11190,93.57,4.55,12.28,23.41,62.55,63.32
201,11.68,3.96,16.5,2.633333333,462,3.1,900,1000,1110,1200,1280,1200,1200,1000,9335,93.67,4.53,12.04,23.54,62.2,63.34
201,11.65,4.06,13.64,2.893333333,466,3.2,900,1000,1110,1200,1280,1300,1200,1200,11585,93.64,4.66,11.79,23.13,62.42,63.53
201,11.62,5.9,14.73,2.506666667,472.5,3.1,900,1000,1110,1200,1280,1200,1200,1100,10840,93.62,4.44,11.93,23.02,62.31,63.34
201,9.98,4.61,12.72,2.98,492.6666667,2.9,900,1000,1100,1200,1243,1260,1240,950,13020,94.27,4.25,12.16,22.61,62.89,63.55
201,9.01,3.96,17,2.95,469.8333333,3.5,900,1000,1110,1220,1280,1300,1310,1000,10100,93.28,4.96,12.37,22.32,62.39,62.91
202,15.8,3.97,13.69,3.407619048,508.6666667,3.138095238,900,1000,1099.047619,1206.666667,1240,1260,1270,966.6666667,11835,93.64,4.38,12.25,23.47,62.52,63.47
202,15.79,3.99,13.5,3.367047619,438.3,3.195238095,900,1000,1099.619048,1076,1206,1251,1267,950,12540,93.54,4.55,12.57,23.69,62.25,63.2
202,15.02,3.98,12,3.033333333,465.6666667,3.133333333,850,1040,1140,1200,1213.333333,1200,1173.333333,986.6666667,12050,93.75,4.51,11.36,23.49,62.29,63.15
202,15.01,4,12,3.133333333,468,3.3,850,1040,1140,1200,1200,1200,1160,910,12260,93.78,4.48,11.62,23.02,62.31,63.06
202,15,3.86,17,2.93,445,2.8,820,1000,1150,1220,1293.333333,1280,1250,900,10870,92.97,5.16,12.22,23.41,62.18,62.54
202,14.99,4,13,3.093333333,462,3.183333333,850,1040,1140,1200,1200,1200,1160,900,12010,93.82,4.44,11.42,23.21,61.97,62.69
202,14.98,3.97,10,2.946666667,500,3.266666667,850,1000,1100,1200,1240,1260,1260,1050,12080,92.86,5.35,11.84,21.83,61.96,63.07
202,14.98,4,13,3.133333333,461.6666667,2.966666667,850,1040,1140,1200,1200,1200,1153.333333,900,12015,93.88,4.48,11.4,23.08,62.17,63.05
202,14.77,4.01,13.63,3.32647619,447.7,3.252380952,900,1000,1100.190476,1094,1214,1254,1258,950,11985,93.71,4.55,12.46,24.32,62.22,63.05
202,14.19,4,14.62,2.673333333,458,2.75,920,1020,1120,1220,1300,1200,1200,1100,10010,93.2,4.92,12.28,23.76,62.14,63.39
202,13.98,3.9,17,2.906666667,464.3333333,2.7,820,1066.666667,1150,1220,1290,1280,1250,900,11015,92.64,5.39,12.37,23.9,62.2,62.49
202,13.97,3.96,14.84,3.1,484,2.816666667,920,1020,1120,1220,1290,1200,1200,1093.333333,10095,93.51,4.58,12.3,23.47,62.23,63.48
202,13.8,3.86,13.43,3.285904762,457.1,3.30952381,900,1000,1100.761905,1112,1222,1257,1249,950,12685,93.6,4.82,12.38,23.44,62.5,63.46
202,13.73,5.87,16.61,2.593333333,439.6666667,3.3,900,1000,1120,1170,1260,1200,1200,1150,7500,93.61,4.77,12.33,23.49,61.81,62.44
202,13.47,6.05,13.42,2.98,500,3.4,900,1000,1100,1150,1260,1280,1150,1200,12400,94.11,4.38,12.13,24.27,62.51,63.24
202,13.44,4.29,13.25,3,509,4,900,1000,1100,1220,1260,1280,1240,950,12125,93.49,4.95,11.88,22.91,63.53,64.05
202,12.99,4.38,12.72,3.07,485,3.7,900,1000,1100,1150,1240,1270,1240,950,12550,93.62,4.73,12.06,22.78,62.79,63.64
202,12.99,4,12,3.083333333,471.3333333,2.966666667,850,1050,1150,1220,1246.666667,1246.666667,1236.666667,933.3333333,12240,93.83,4.4,11.65,23.14,61.29,62.12
202,12.78,4.06,12,3.273333333,449,2.9,850,1050,1150,1220,1260,1263.333333,1250,1016.666667,10095,93.21,4.89,11.41,23.36,61.12,62.04
202,12.69,4.45,12.46,3,494,3.3,900,1000,1120,1200,1240,1240,1220,950,12370,93.93,4.42,11.85,22.43,63,63.71
202,12.62,5.02,12.14,3.2,508.6666667,3.4,900,1000,1100,1206.666667,1240,1260,1270,966.6666667,13550,93.87,4.9,12.31,22.58,62.81,63.56
202,12.58,4.04,16.26,3.245333333,466.5,3.366666667,900,1000,1101.333333,1130,1230,1260,1240,950,11125,93.4,4.48,12.53,23.64,62.41,63.19
202,12.34,4.41,13.94,3.2,493,3.5,900,1000,1100,1220,1260,1280,1290,1000,13610,93,5.32,12.08,23.9,62.85,63.45
202,12.32,4.03,15.88,2.74,460,3.1,900,1000,1110,1200,1280,1200,1200,1100,9170,93.68,4.43,12.26,23.53,62.29,63.17
202,12.25,4.3,12.75,3.1,472,3.5,900,1000,1120,1180,1240,1260,1240,950,12330,93.82,4.64,11.9,22.86,63.32,63.98
202,12.06,3.84,13.96,3.1,506.5,3.7,920,1020,1120,1220,1260,1280,1260,950,13015,93.57,4.81,12.19,21.72,62.86,63.64
202,11.9,4.26,12.32,3.05,494,3.3,900,1000,1100,1150,1260,1260,1150,950,12690,93.69,4.6,11.98,23.27,62.83,63.57
202,11.26,3.39,14.02,2.7,523,2.3,920,1020,1120,1226,1226,1236,1260,950,12080,93.97,4.73,11.43,21.86,62.74,63.35
202,11.19,4.35,12.78,3.05,495,3.2,900,1000,1100,1150,1066.666667,1153.333333,1150,1000,8040,93.62,4.82,12.02,23.5,62.94,63.54
202,10.46,4.61,14.3,2.8,510,3.2,920,1020,1120,1220,1260,1280,1240,950,13005,94.24,4.4,12.02,22.58,62.63,63.42
202,10.04,4.86,13.6,2.88,502,3.2,900,1000,1100,1200,1240,1260,1240,950,12350,93.93,4.5,12.22,22.8,62.97,63.69
202,9.74,5.98,12.85,3.1,500.6666667,2.85,920,1050,1150,1220,1240,1260,1240,950,13045,94.13,4.36,12.24,23.01,63.21,64.07
203,16.99,4,12.29,3.25,467.6666667,2.8,850,1046.666667,1150,1233.333333,1246.666667,1253.333333,1253.333333,950,12005,93.68,4.58,11.54,22.94,62.28,62.97
203,15.02,3.98,13,3.146666667,466,3.533333333,850,1040,1140,1200,1200,1200,1150,900,12050,93.91,4.38,11.62,23.16,62.41,63.21
203,15.02,3.98,12,3.1,463.1666667,3.266666667,850,1040,1140,1200,1200,1200,1160,896.6666667,12050,93.94,4.4,11.57,22.67,62.18,62.83
203,15,3.98,12,3.083333333,507.1666667,3.233333333,850,1040,1140,1200,1200,1200,1160,900,12075,93.87,4.49,11.52,23.17,62.32,62.96
203,15,3.91,16,2.903333333,452,2.766666667,820,1000,1150,1220,1280,1280,1250,900,11245,93.26,4.51,12.38,23.49,62.16,62.65
203,14.99,4,13,3.093333333,455.5333333,3.033333333,850,1040,1140,1200,1200,1200,1173.333333,986.6666667,12005,93.91,4.59,11.42,23.44,62.17,63.08
203,14.99,4,13,3.203333333,469.6666667,3.666666667,850,1050,1150,1220,1240,1240,1250,940,12010,93.79,4.29,11.29,23.32,61.33,62.32
203,14.03,6.05,13.02,2.9,501,4.1,900,1000,1100,1150,1260,1280,1150,1150,12405,93.85,4.59,12.17,22.52,62.54,63.47
203,13.59,5.89,12.67,2.75,466.1666667,3.3,900,1000,1120,1170,1260,1200,1200,1130,10010,93.84,4.79,12.35,23.85,61.39,62.39
203,13.55,3.95,14.07,3,490,2.8,950,1050,1150,1170,1300,1210,1210,1250,12395,93.44,4.8,12.36,23.6,62.11,63.05
203,13.45,3.77,14.25,2.893333333,493.3333333,3.3,930,1030,1140,1170,1300,1210,1210,1180,11670,93.98,4.51,12.36,23.22,62.4,63.49
203,13.28,4.27,12.02,2.9,500,3.8,900,1000,1100,1200,1240,1260,1240,950,12650,94.03,4.38,12.04,23.16,62.64,63.19
203,13.08,4.03,14.63,2.75,492,3.8,920,1020,1120,1220,1260,1280,1240,950,12160,93.05,5.24,12.12,22.66,63.03,63.76
203,12.99,4,12,3.183333333,447,2.233333333,850,1050,1150,1220,1240,1240,1243.333333,906.6666667,12005,93.6,4.6,11.35,23.3,61.37,62.24
203,12.99,4,12,3.253333333,456,3.45,850,1050,1150,1120,1240,1240,1233.333333,900,12240,93.93,4.32,11.34,22.99,61.1,61.96
203,12.94,3.88,15,2.8,471.1666667,2.633333333,820,1000,1150,1240,1266.666667,1266.7,1250,900,10820,93.39,4.68,12.35,23.17,61.81,62.9
203,12.81,4.03,15.9,2.83,476.1666667,3.3,930,1030,1140,1170,1300,1210,1210,1180,11165,94.01,4.67,12.53,23.5,62.58,63.38
203,12.31,4.32,13.22,3.04,492,3.7,900,1000,1100,1150,1240,1270,1240,950,12510,93.92,4.4,12.06,23.11,62.8,63.62
203,11.93,6.02,17.69,2.59,471.6666667,3,930,1030,1140,1170,1300,1210,1210,1186.666667,9805,93.49,4.87,12.44,23.7,62.55,63.27
203,11.89,4.02,16.19,2.94,500,2.666666667,950,1050,1150,1170,1300,1210,1210,1250,11185,93.88,4.28,12.22,22.82,62.55,63.4
203,11.69,4.95,12.09,3.2,501,3.1,900,1000,1100,1220,1260,1280,1290,1000,13345,93.68,4.73,12.66,23.78,62.42,63.17
203,11.62,4.12,14.85,2.81,519,3.8,920,1020,1120,1240,1280,1300,1280,950,12135,93.86,4.43,11.81,22.04,62.06,63.38
203,11.56,4.65,13.64,3.05,493,3.3,900,1126.666667,1126.666667,1183.333333,1240,1280,1250,950,12460,93.84,4.89,12.17,23.14,62.62,63.53
203,10.15,4.32,12.76,2.9,488,3.1,900,1000,1100,1200,1240,1260,1240,950,12025,94.34,4.41,12.16,22.46,62.74,63.43
203,10.03,4.41,12.86,2.8,503,3.2,900,1000,1100,1200,1240,1260,1240,950,12460,93.73,4.69,11.98,22.58,62.91,63.76
203,9.96,4.56,17.03,3.083333333,507.1666667,3.233333333,860,1040,1160,1200,1200,1200,1160,983.3333333,9640,93.38,5.03,12.19,22.99,61.8,62.71
203,9,2.03,17,3.1,501,3.6,900,1020,1130,1250,1300,1310,1310,1000,13330,92.14,6.02,11.78,22.28,62.71,63.18
203,8.08,5.05,12.73,3,500,3.1,900,1000,1100,1200,1240,1260,1240,950,12865,93.87,4.57,11.88,22.67,62.87,63.73
204,16.98,4,12,3.106666667,485.8333333,3.066666667,850,1040,1150,1220,1240,1240,1213.333333,950,12015,94.38,4.07,11.36,22.87,62.5,63.35
204,15.71,4,14.52,3.46,474.8333333,3.41,900,1000,1066,1240,1236,1258,1327,1041.666667,10250,93.67,4.68,12.46,23.47,62.07,63.08
204,15.01,3.98,13,3.1,476.8333333,3.7,850,1040,1140,1200,1200,1200,1150,900,12055,93.95,4.34,11.59,23.03,62.71,63.57
204,15.01,4.02,12,3.083333333,471.5,3.3,850,1040,1140,1200,1200,1200,1160,900,12195,93.8,4.43,11.61,23.2,62.39,63.07
204,14.98,3.97,12,3.166666667,474,3.7,850,1040,1140,1200,1200,1200,1160,920,12085,93.7,4.6,11.86,23.18,62.48,63.44
204,14.96,3.97,13,3.113333333,470,3.7,850,1040,1140,1200,1200,1200,1160,900,12095,93.87,4.32,11.64,23.14,62.43,63.33
204,14.59,3.86,13,3.266666667,471,3.166666667,850,1050,1150,1220,1240,1250,1240,940,11922,93.39,4.82,11.33,23.25,61.57,62.45
204,14.09,4.79,14.24,3.2,501,3.8,900,1000,1100,1220,1260,1280,1290,1000,11075,94.39,4.26,12.55,22.3,62.76,63.53
204,13.64,3.35,16.78,3.35,491.3333333,3.4,900,1086.666667,1080,1230,1240,1260,1302,1016.666667,9240,93.85,4.47,12.35,23.52,61.94,63.08
204,13.19,6.07,13.36,2.66,492,3.5,900,1000,1120,1220,1240,1260,1280,950,11525,94,4.71,12.23,23.32,62.6,63.61
204,13,4.99,12,3.1,486.8333333,3.566666667,980,1000,1100,1200,1220,1250,1270,1100,12025,93,5.18,11.9,22.93,61.79,62.6
204,12.99,3.88,13,2.425,292.7,3.375,825,925,1000,1035,1055,1055,1045,925,7470,94.04,4.19,11.12,23.19,60.81,61.79
204,12.74,4.49,12.5,2.9,505,3.7,900,1000,1100,1150,1240,1260,1166.666667,950,12480,94.21,4.33,12.09,23.48,62.89,63.67
204,12.58,4.42,12.65,2.9,490.6666667,3.4,890,1000,1120,1180,1240,1240,1230,950,11765,93.85,4.62,12.09,22.61,62.9,63.6
204,12.49,4,13,3.183333333,497.1666667,3.4,850,1050,1150,1220,1260,1260,1240,1000,12005,93.98,4.33,11.35,23.34,60.86,61.83
204,12.31,4.24,12.04,3.15,495,3.4,900,1000,1100,1150,1240,1270,1150,950,12510,93.73,4.8,12.09,22.74,62.8,63.53
204,12.01,6.06,14.62,2.4,466,2.75,900,1000,1100,1200,1240,1260,1280,950,9410,93.79,4.44,12.13,22.82,62.55,63.39
204,11.98,3.84,12,2.76,496.8333333,3.5,850,1050,1150,1220,1240,1220,1230,940,13025,93.88,4.4,11.7,22.42,61.57,62.38
