CCS,Coal(KG/T),Bentonite(KG/T),Furnance oil(LITR/T),i/m speed (m/min),Total Bed height (mm),lime + Coal(%),T1,T2,T3,T4,T5,T6,T7,T8,production quantity,Tumble Index%,Abration Index%,Mean Dia(mm),Porosity Pellet%,Input Fe( Raw material)%,Output Fe(Pellets)%
204,11.97,3.91,11,2.95,504.3333333,3.566666667,850,1050,1150,1220,1240,1240,1243.333333,953.3333333,13035,93.94,4.22,11.75,22.82,61.74,62.45
204,11.93,4.39,13.39,2.95,497.3333333,3.5,900,1000,1120,1220,1240,1260,1240,950,12070,94.2,4.42,11.89,22.45,62.99,63.88
204,11.9,4.95,13.47,3,474.8333333,3.4,900,1000,1120,1180,1240,1240,1226,950,11510,93.87,4.62,12.11,22.89,63.07,63.88
204,11.73,4.07,14.61,3,492,3.8,920,1020,1120,1240,1280,1300,1280,950,12530,94.42,4.18,12.07,21.82,61.98,63.33
204,11.63,4.75,13.9,3.2,493.8333333,3.2,900,1000,1100,1220,1260,1280,1290,1000,13675,93.35,4.8,12.19,22.8,62.78,63.47
204,11.61,4.46,14.36,2.8,510,3.3,920,1020,1120,1220,1260,1280,1260,950,13005,94,4.58,12.11,22.62,62.83,63.62
204,11.53,5.18,11.45,3.2,508.5,3.1,900,1000,1100,1220,1240,1260,1283.333333,966.6666667,13525,94.13,4.49,12.57,23.72,62.69,63.34
204,11.5,4.16,14.5,2.9,499,3,920,1020,1150,1220,1260,1280,1240,950,12005,93.93,4.5,12.16,22.54,62.96,63.69
204,11.48,4.24,14.37,2.9,491.3333333,3.2,900,1086.666667,1140,1200,1260,1280,1240,950,12025,93.5,4.81,12.16,23.87,62.83,63.62
204,11.45,4.44,12.68,3.1,505,3.5,900,1000,1100,1150,1250,1280,1150,1000,12400,94.17,4.39,12.21,22.94,63.1,63.73
204,11.18,4.8,14,3.15,507,3,900,1000,1100,1220,1250,1270,1290,950,13330,93.66,4.63,12.44,23.89,62.26,63.12
204,10,4.96,13.6,2.7,498,3.7,900,1000,1100,1220,1260,1260,1280,950,11500,94.24,4.37,12.13,23.22,61.93,63.01
204,9.02,1.97,16,3.2,514.3333333,3.7,900,1020,1130,1260,1300,1310,1310,983.3333333,13200,92.04,5.8,12.51,22.9,62.62,63
205,15.36,5.17,12.28,3.1,514,4.2,900,1000,1100,1200,1246.666667,1266.666667,1270,983.3333333,13935,94.03,4.28,12.4,23.65,62.6,63.21
205,15.2,4.97,12.35,3.2,502.3333333,4.2,900,1000,1100,1200,1230,1250,1270,950,13880,93.95,4.53,12.66,23.35,62.62,63.38
205,14.99,4.08,12,3.216666667,453,3.366666667,850,1050,1150,1220,1240,1243.333333,1243.33,933.3333333,12011,93.56,4.64,11.44,23.18,61.52,62.51
205,14.61,4.87,15.65,2.666666667,434,3.5,900,990,1140,1170,1260,1200,1200,1150,8830,92.99,5.13,12.29,23.76,62.05,62.99
205,14.48,5.52,15.98,2.4,488,3.5,900,1000,1100,1200,1240,1260,1280,950,9050,93.75,4.89,11.79,22.51,63.1,63.78
205,13.84,4.4,13.21,3.1,488.8333333,3.7,900,1000,1100,1200,1240,1260,1240,950,12500,94.26,4.37,12.1,23.01,62.77,63.35
205,13.73,6.09,14.86,2.69,460,3.4,900,1000,1120,1170,1260,1200,1200,1140,9030,93.72,4.91,12.33,23.55,61.81,62.86
205,13.67,5.99,12.65,2.75,453.5,3.5,900,1000,1120,1170,1260,1200,1200,1136.666667,10020,93.83,4.48,12.33,23.64,61.67,62.79
205,13.51,6.14,12.83,2.92,504,3.4,900,1000,1100,1150,1260,1280,1150,1000,12210,93.62,4.79,12.1,23.91,62.74,63.31
205,13.19,5.78,13.63,2.7,478,3.5,900,1000,1100,1200,1240,1260,1280,950,9855,94.33,4.55,12.31,23.67,62.78,63.48
205,13,5.83,12,3.216666667,454.5,3.266666667,850,1050,1150,1220,1260,1260,1240,1000,12010,93.86,4.42,11.31,23.5,60.9,61.96
205,12.89,4.78,14.12,2.4,475,3.1,900,1000,1100,1200,1240,1260,1280,950,9000,93.69,4.72,11.84,23.05,62.3,62.93
205,12.73,5.11,11.81,3.2,505,3.3,900,1000,1100,1220,1240,1260,1280,950,13515,93.58,4.51,12.42,23.66,62.63,63.21
205,12.69,5.16,12.58,3.15,498.8333333,3.6,900,1000,1100,1150,1240,1260,1150,950,12605,93.45,4.71,12.15,23.65,62.81,63.44
205,12.63,5.02,13.61,2.9,492,3.333333333,900,1000,1120,1200,1240,1240,1220,950,12350,94.17,4.33,12.04,22.51,63.02,63.9
205,11.95,4.01,12,3.186666667,475,3,850,1050,1150,1220,1260,1260,1250,983.3333333,12465,93.84,4.46,11.68,22.61,61.44,62.16
205,11.09,5,13.76,2.8,510,3.2,920,1020,1120,1220,1260,1280,1243,950,12800,94.34,4.37,11.97,22.91,62.68,63.49
205,9.99,4.53,13.24,2.75,505,2.9,900,1000,1100,1200,1240,1260,1240,950,13010,94.09,4.51,11.96,22.8,62.87,63.6
205,9.97,4.21,14.11,2.75,488.3333333,3,900,1000,1100,1200,1240,1260,1240,950,11635,94.19,4.38,11.72,22.63,62.67,63.35
205,9.03,2.03,16,3.166666667,513.3333333,3.8,900,1000,1130,1250,1300,1300,1310,1073.333333,13290,92.27,6.02,12.31,22.7,62.61,63.26
205,8.99,2.02,16,3.2,517.5,4.4,900,1000,1110,1250,1280,1300,1300,1046.666667,13355,91.64,6.15,12.18,23.18,62.77,63.35
206,24.98,4,13,3.083333333,442,3.066666667,850,1040,1140,1200,1200,1200,1166.666667,900,12010,94.17,4.05,11.41,23.02,62.09,62.82
206,15.02,3.98,12,3.15,470.5,3.7,850,1040,1140,1200,1200,1200,1160,920,12050,93.69,4.62,11.56,23.07,62.68,63.4
206,15,3.99,14,2.563333333,487,3.466666667,850,950,1100,1200,1280,1280,1280,993.3333333,10015,93.8,4.56,12.42,23.41,61.89,62.75
206,14.95,3.98,13,2.8,484.1666667,2.6,850,1000,1140,1230,1240,1255,1255,960,11570,93.45,4.69,11.88,23.16,61.78,62.78
206,14.62,3.98,14.75,2.7,485,3.8,900,1000,1100,1200,1240,1260,1280,950,9300,93.67,4.67,11.84,23.07,62.57,63.26
206,14.57,4.78,16.16,2.616666667,475.6666667,3.5,900,990,1140,1170,1260,1200,1200,1150,8580,93.56,4.74,12.37,23.8,62.41,63.06
206,13.85,4.96,13.95,3.2,506.6666667,3.9,900,1000,1100,1220,1260,1280,1290,1000,11700,94.43,4,12.31,22.9,62.59,63.51
206,13.79,4.39,14.01,2.583333333,485,2.9,900,1020,1120,1220,1260,1280,1300,930,9575,94.12,4.37,12.15,22.28,62.87,63.68
206,13.26,4.08,13,3.246666667,458.5,3.566666667,850,1050,1150,1220,1240,1240,1250,920,11761.45,93.87,4.36,11.42,23.44,61.12,62.11
206,12.87,3.72,13,2.7,485,3.1,900,1020,1120,1220,1240,1260,1280,950,11035,93.67,4.64,11.99,23.24,61.94,62.95
206,12.77,4.22,14.94,3.083333333,443,3.066666667,925,980,1080,1250,1200,1300,1166.666667,1020,9475,93.89,4.78,12.33,22.56,63.01,63.8
206,12.27,4.91,11.91,3.2,498,3.3,900,1000,1100,1220,1260,1280,1300,966.6666667,13035,93.35,4.79,12.35,23.24,62.73,63.27
206,11.67,5.89,15.48,2.7,469,2.6,900,1000,1100,1200,1240,1260,1280,950,9165,94.3,4.52,12.03,22.37,62.81,63.56
206,10,1.98,16,3.2,506,3.2,900,1000,1100,1250,1280,1300,1300,1020,13120,92.75,5.46,12.3,23.2,62.73,63.11
206,8.99,3.5,14,3.116666667,496.1666667,4.2,900,1020,1120,1220,1270,1300,1310,1000,12575,92.74,5.65,12.49,22.21,62.47,63.31
206,8.97,2.46,18,3.2,468,5.6,900,1020,1130,1260,1300,1310,1310,1050,8140,92.76,5.29,12.18,22.71,62.14,62.55
207,14.12,5.65,14.51,2.7,490,3.8,900,1000,1100,1200,1240,1260,1280,950,9205,93.9,4.54,11.73,22.96,62.69,63.23
207,14,6,16.72,4,494.8333333,4.4,900,1000,1110,1210,1260,1280,1300,950,9000,93.63,4.71,12.42,22.69,62.14,62.91
207,13.98,5.99,14.91,2.456666667,429.1666667,3.4,900,1000,1120,1170,1260,1200,1200,1140,8010,93.94,4.58,12.14,23.06,61.94,62.87
207,13.22,6.08,12.81,2.7,485,3.5,900,1000,1100,1200,1240,1260,1280,950,10360,94.46,4.2,12.19,23.87,62.75,63.41
207,13.04,6.03,17.14,3.216666667,475.5714286,3.033333333,900,1000,1113,1213,1266,1286,1306,950,9125,93.57,4.77,12.5,23.76,62.55,63.29
207,12.94,3.96,12,3.216666667,472,3.3,850,1050,1150,1220,1260,1260,1250,1000,12360,93.99,4.16,11.66,23.19,61.36,62.2
207,12.41,4.38,30,2.2,440,3.2,900,1000,1100,1200,1240,1260,1280,950,2740,94.64,3.84,12.56,23.15,62.85,63.39
207,12.18,4.92,13,3.2,494.8333333,3.2,900,1000,1100,1220,1260,1270,1290,950,13220,93.85,4.75,12.15,22.9,62.58,63.2
207,11.66,4.65,13.22,3.1,500,3.033333333,900,1000,1100,1220,1260,1280,1276.666667,1000,13550,93.64,4.68,12.55,23.4,62.52,63.37
207,11.58,5.86,20.32,2.5,452,2.8,900,1000,1120,1200,1240,1260,1280,950,7165,93.93,4.72,11.85,22.39,62.38,63.15
207,11.06,6.05,12.59,2.6,488,3.2,900,1000,1110,1210,1260,1280,1300,950,11575,93.9,4.58,12.18,22.9,63.04,63.72
207,10.78,5.62,14.53,2.773333333,463.6666667,3.4,900,990,1140,1170,1260,1200,1200,1180,11035,93.69,4.49,12.3,22.83,62.42,63.17
207,10.77,3.27,14,3,498,3.4,900,1020,1120,1220,1280,1310,1310,1050,13460,93.14,5.39,12.58,22.46,62.7,63.72
208,14.46,4.8,12.76,3.25,525.1666667,4,900,1000,1100,1200,1230,1250,1270,950,13970,94.38,4.3,12.36,23.4,62.61,63.49
208,14.33,3.68,13,2.6,486,3.4,900,1000,1100,1200,1240,1260,1280,950,10330,94.02,4.47,12.21,23.19,62.8,63.52
208,14.01,4,13,2.983333333,491.1666667,3.3,850,1003.333333,1130,1230,1240,1240,1230,973.3333333,12490,93.63,4.45,11.75,23.33,61.79,62.85
208,13.56,4.31,14.86,2.6,486.5,3.3,900,1006.666667,1100,1200,1240,1260,1280,950,9510,94.15,4.24,12.51,21.93,62.75,63.64
208,12.88,5.99,11.9,2.9,498,3.3,900,1000,1120,1220,1240,1260,1280,950,12030,94.33,4.2,11.84,22.89,63.14,63.73
208,12.82,5.07,12.03,3.1,498,3.45,900,1086.666667,1186.666667,1246.666667,1246.666667,1266,1386,950,13030,93.56,4.59,12.74,22.6,62.35,63.2
208,12.24,4.7,15,3.2,504.3333333,3.2,886,1000,1100,1220,1260,1280,1300,966,12985,94.02,4.56,12.24,22.84,62.37,63.19
208,11.3,6.05,13.5,2.7,485,3.2,900,1000,1100,1200,1220,1230,1240,950,10090,94.16,4.36,12.55,22.75,62.58,63.25
208,9.99,4.35,13.72,2.9,502,3.1,900,1000,1100,1200,1240,1260,1240,950,12410,93.95,4.44,12.45,22.67,62.99,63.6
208,8.98,2,17,3.2,507,3.6,900,1000,1100,1250,1286.666667,1300,1300,1050,13470,91.92,5.79,12.23,22.35,62.39,62.9
209,14.96,3.97,14,2.36,498.6666667,3.433333333,850,950,1100,1200,1280,1280,1280,966.6666667,9560,94.13,4.33,12.42,23.63,62,62.67
209,14.86,6.32,15.28,2.6,485,3.8,800,1000,1120,1200,1240,1260,1280,950,9020,94.26,4.44,12.13,23.41,62.67,63.17
209,13.98,4,12,2.866666667,492.8333333,2.766666667,850,990,1030,1230,1240,1255,1246.666667,956.6666667,12015,93.56,4.55,11.71,23.23,61.86,62.85
209,13.94,3.98,13,2.79,494,3.166666667,850,1050,1150,1220,1240,1260,1260,1000,10040,93.61,4.75,11.8,22.87,61.81,62.66
209,13.33,4.2,12,2.85,484,3.1,900,1020,1130,1230,1240,1280,1300,950,10950,93.99,3.98,12.35,22.51,62.14,63.06
209,13,4.57,13.5,3.2,490,3.5,900,1000,1100,1220,1260,1280,1290,1000,12900,93.88,4.4,12.7,23.66,62.67,63.5
209,12.9,4.4,12.81,3.2,504,3.6,900,1000,1100,1220,1260,1280,1290,1000,13640,93.76,4.75,12.48,23.43,62.64,63.38
209,12.88,4.82,13,3.2,497,3,900,1006.666667,1106.666667,1206.666667,1260,1280,1280,1000,13280,94.45,3.9,12.68,22.37,62.87,63.72
209,12.86,5.88,13.22,2.9,490,3.4,900,1000,1120,1220,1240,1260,1280,950,11740,94.24,4.39,12.39,22.74,63.12,63.79
209,12.78,5.99,13.76,2.966666667,500,3.3,900,1000,1120,1220,1240,1260,1280,950,12520,93.99,4.67,12.38,23.01,62.99,63.56
209,12.75,4.4,16.38,2.5,477,3.3,900,1020,1120,1220,1260,1280,1300,970,9100,93.99,4.57,12.19,22.48,63.16,63.81
209,12.48,5.99,11.87,2.85,487.3333333,3.2,900,1000,1120,1220,1240,1260,1280,950,12020,94.45,4.36,12.12,22.42,63.04,63.45
209,12.11,6.11,13.75,2.4,463,3.1,900,1000,1100,1200,1240,1260,1280,975,9000,93.96,4.67,11.77,22.23,62.57,63.39
209,11.89,4.17,14.41,3,508,3.8,920,1020,1120,1220,1260,1300,1263,950,11020,94.59,4.09,11.78,22.69,62.63,63.51
209,11.56,3.08,14,3.136666667,488,3.2,900,1020,1120,1220,1280,1310,1310,1033.333333,12980,92.75,5.49,12.69,22.1,62.49,63.78
209,10.6,5.19,12.95,2.6,456.1333333,3,900,1000,1100,1200,1240,1260,1280,950,9435,94.06,4.45,12.11,22.45,62.44,63.09
209,10.41,4.51,13,3.2,502,3.1,900,1000,1100,1250,1280,1300,1300,1020,13735,93.74,5.1,12.73,23.11,62.68,63.59
209,10,4,14.5,2.7,515,3.7,900,1000,1100,1220,1260,1280,1260,950,11505,94.51,4.25,12.08,22.96,62.11,63.08
209,8.99,3.98,14,2.45,435,3.2,900,1000,1100,1220,1280,1300,1310,1150,12570,93.21,4.99,12.56,21.34,63.27,63.86
210,23.25,4.99,11.35,3.15,511.3333333,3.4,893.3333333,980,1080,1186.666667,1233.333333,1266.666667,1283.333333,1016.666667,13030,93.02,5.46,12.71,22.94,62.38,63.14
210,13.89,6.08,11.78,2.933333333,480,3,900,1000,1120,1220,1240,1260,1280,950,11520,94.57,4.1,12.21,23.13,62.94,63.65
210,13.71,6.06,13.77,2.6,477.8333333,3.5,900,1000,1100,1200,1240,1260,1280,950,10065,93.93,4.69,12.44,22.85,62.75,63.51
210,13.6,6.07,12.33,2.78,478.5,3.2,900,1000,1120,1220,1240,1260,1280,950,11030,93.92,4.58,12.35,23.22,62.9,63.58
210,13.59,4.11,13,2.6,482.1666667,3.3,900,1000,1100,1200,1240,1260,1280,950,9495,94.16,4.45,12.81,22.32,62.61,63.24
210,13.2,5.89,12.84,2.9,501.8333333,3.4,900,1000,1120,1220,1240,1260,1280,950,12050,94.23,4.49,12.17,22.95,63.02,63.77
210,13.07,5.88,12.41,2.8,476.8333333,3.2,900,1000,1100,1220,1240,1260,1280,950,12085,94.16,4.53,12.34,23.42,62.91,63.53
210,13.06,6.24,16.01,2.333333333,468.3333333,3.1,900,1000,1100,1200,1240,1260,1280,950,8650,94.44,4.18,12.4,22.59,63.17,63.66
210,12.99,4.59,13,3.133333333,500.6666667,3.333333333,980,1000,1100,1200,1220,1250,1270,1050,13165,93.36,4.89,11.94,23.04,62.01,62.93
210,12.25,6.04,12.08,2.8,502,3.2,900,1000,1120,1220,1240,1260,1280,950,12085,94.6,4.11,12.06,23.32,63.02,63.6
210,11.9,6.08,11.89,2.85,495.6666667,3.1,900,1000,1120,1220,1240,1260,1280,950,11510,94.18,4.33,12.26,22.64,63.1,63.9
210,10.8,6.07,11.5,2.75,488.1666667,3.1,900,1000,1100,1206,1260,1280,1300,950,12035,94.13,4.54,12.47,23.41,62.99,63.63
211,14.82,5.01,15.92,2.85,485,3.5,900,1000,1100,1200,1240,1260,1280,950,9380,94.09,4.46,12.07,22.93,63.15,63.76
211,13.94,5.25,13.96,2.7,470,3.4,900,1000,986,1186,1226,1260,1280,950,9325,94.3,4.25,12.54,22.9,62.94,63.49
211,13.2,6.07,13.19,2.45,480,3.4,900,1000,1100,1200,1240,1260,1280,950,10380,94.28,4.35,12.35,23.07,62.79,63.53
211,12.51,4.11,13,2.7,483,3,900,1020,1120,1230,1240,1280,1300,950,10950,94.01,4.23,12.12,23.26,62.3,63.01
211,12.51,6.33,12.97,3.3,501.8333333,2.81,900,1000,1120,1220,1240,1260,1280,950,13425,93.59,4.92,12.64,23.21,62.62,63.05
211,11.98,4.49,12,2.933333333,491.1666667,3.533333333,850,1050,1150,1220,1050,1246.666667,1250,1013.333333,12025,93.73,4.41,11.71,22.82,61.69,62.36
211,11.15,3.16,13,3.1,498,2.9,900,1020,1120,1220,1280,1310,1310,1020,13275,93.63,4.8,12.8,22.49,62.64,63.47
211,10.8,4.66,13.89,3.1,523,3,900,1000,1100,1220,1260,1280,1270,1000,12870,93.78,4.6,12.28,22.44,62.69,63.55
211,10.53,6,12.91,2.4,468.25,2.9,900,1000,1100,1200,1240,1260,1280,950,9500,93.93,4.78,11.91,22.93,62.61,63.35
211,10.01,4.87,14.13,2.6,520,3.6,900,1000,1100,1240,1280,1300,1280,950,10885,94.24,4.47,12,22.56,62.63,63.39
211,8.59,5.7,13,3.116666667,507.3333333,2.4,900,1020,1120,1220,1280,1280,1300,1000,13160,94.42,4.09,12.27,22.74,63.25,64.04
212,14.21,3.57,13,2.8,500,3.9,900,1020,1120,1220,1280,1310,1310,1000,12880,94.03,3.97,12.44,21.47,62.69,63.35
212,14.12,6.16,14.37,2.8,486,3.5,900,1000,1100,1200,1240,1260,1280,950,10060,93.83,4.43,12.51,22.81,62.67,63.41
212,13.55,4.3,14.04,2.5,481,3.6,900,1020,1100,1200,1240,1260,1280,950,9080,94.03,4.39,12.18,22.34,62.75,63.34
212,12.96,4.94,10,2.9,508,3.466666667,980,1000,1100,1200,1220,1250,1270,1050,13045,92.91,5.29,11.92,22.95,61.84,62.63
212,12.94,4,11,3.053333333,484.5,3.366666667,980,1000,1100,1220,1220,1250,1270,1100,12515,93.26,4.94,11.92,23.36,62.4,63.23
212,12.81,5.26,11.15,3.2,512,3.4,886.6666667,973.3333333,1073.333333,1180,1233.333333,1286,1283,1033,13500,94.1,4.36,12.58,23.56,62.31,63.14
212,12.26,3.52,13,2.733333333,481,2.866666667,900,986.6666667,1106.666667,1206.666667,1240,1260,1280,950,11090,93.89,4.42,12.43,22.58,62.32,62.94
212,12.1,6.05,13.75,2.9,488,3.4,900,1000,1120,1220,1240,1260,1280,950,10740,94.09,4.59,12.25,22.81,62.75,63.45
212,11.88,6,15.22,2.4,473.6666667,3.5,900,1000,1080,1180,1226,1260,1280,950,9005,94.53,4.3,12.24,22.53,63.12,63.8
212,11.65,5.01,10.42,3.15,514,3.4,886,973.3333333,1073.333333,1180,1233,1266.666667,1283.333333,1050,13560,94.12,4.42,12.49,23.38,62.42,63.12
212,11.61,3.84,12,2.733333333,489.8333333,3.2,900,980,1080,1180,1220,1260,1280,950,10160,94.11,4.15,12.33,23.85,62.68,63.31
212,11.56,3.32,14.21,2.6,479.3333333,3.2,900,1000,1100,1200,1240,1260,1280,950,9345,94.18,4.59,12.26,22.59,62.8,63.33
212,11.28,4.66,11.79,2.8,506.1666667,3,900,1000,1120,1220,1240,1260,1280,950,11795,94.34,4.47,12.41,22.74,63.02,63.74
212,11.19,4.79,14,3.1,503,3,900,1000,1100,1220,1250,1260,1280,950,13140,93.86,4.46,12.33,22.34,62.15,63.09
212,10.73,4.48,13.78,2.6,466.8333333,3.2,900,1000,1100,1200,1240,1260,1280,950,9600,94.14,4.22,11.7,22.96,62.59,63.22
212,10.31,3.97,13,3.25,498,2.9,900,1000,1100,1213.333333,1260,1300,1286.666667,1016.666667,13865,93.47,4.92,12.72,23.13,62.92,63.68
212,8.29,4.25,14.43,2.67,468.5,3.4,900,990,1140,1170,1260,1200,1200,1150,9645,93.68,4.65,12.16,23.66,62.43,63.16
213,15.55,6,15.56,2.6,479,3.5,900,1000,1100,1200,1240,1260,1280,950,9005,94.05,4.46,11.97,22.31,63.18,63.72
213,15.02,4.99,12,2.99,495,2.766666667,980,1000,1100,1200,1220,1250,1266.666667,1100,12115,93.96,4.46,11.9,22.93,61.96,62.88
213,12.94,4.31,14.7,2.7,467.3333333,3.3,900,1000,1100,1200,1124,1260,1280,950,9040,93.79,4.53,12,22.81,63,63.62
213,12.66,6.18,14.21,2.98,482.3333333,3.5,810,1000,1100,1200,1240,1260,1280,950,10030,94.48,4.23,12.69,22.88,62.7,63.31
213,12.64,4.53,15.19,2.5,474.5,3.3,900,1000,1100,1200,1240,1260,1280,950,8385,94.18,4.4,12.17,22.86,62.9,63.51
213,12.63,5.16,11.22,3.15,504.5,3.4,900,980,1080,1180,1240,1260,1280,950,13380,93.86,4.32,12.81,23.77,62.31,63.17
213,12.39,4.94,13,2.61,486.6666667,3.2,953.3333333,1020,1100,1200,1240,1280,1300,950,10735,93.99,4.33,12.1,23.06,62.27,63.08
213,12.25,6.04,12.05,2.85,498,3.2,900,1000,1120,1220,1240,1260,1280,950,12085,94.3,4.35,12.42,23.66,63.09,63.57
213,12.25,4.88,14,2.66,483,3.1,980,1020,1100,1200,1240,1280,1300,950,10450,93.57,4.36,12.1,23.62,62.24,63.02
213,12.19,6.2,13.81,2.65,485.5333333,3.3,900,1000,1100,1200,1240,1260,1280,950,10005,94.4,4.28,12.4,22.97,62.67,63.26
213,10.07,4.41,13.22,2.7,495,3.1,900,1000,1100,1200,1240,1260,1240,950,12010,94.79,3.99,12.09,22.57,63.01,63.7
214,14.85,6.22,15.79,2.6,445,3.5,900,1000,1100,1200,1240,1260,1280,950,9160,94.44,4.26,12.41,22.47,62.59,63.28
214,13.79,6.12,13.77,2.8,473.5,3.4,900,1000,1100,1200,1240,1260,1280,950,10295,94.47,4.1,12.42,23.17,62.68,63.43
214,13.58,5.61,12.35,2.733333333,515,3.2,900,1000,1120,1220,1240,1260,1280,950,11045,94.36,4.25,12.15,22.67,62.84,63.71
214,13.54,3.88,15,2.9,480.8333333,3.45,900,986,1086.666667,1193,1233,1266,1283,966,11075,94.03,4.55,12.36,25.23,62.62,63.2
214,13.47,3.64,13.75,2.25,486.6666667,3.5,900,1000,1100,1200,1240,1260,1280,950,9060,94.17,4.5,12.14,23.07,62.67,63.3
214,13.18,6.17,11.62,2.816666667,500,3,900,1000,1120,1220,1240,1260,1280,950,11840,94.4,4.34,12.25,23.41,62.84,63.63
214,12.98,3.92,13,2.5,481.8333333,3.1,900,1000,1100,1200,1240,1260,1280,950,9940,93.92,4.19,12.26,23.01,62.57,63.1
214,12.55,6.01,12.59,2.8,484,3.2,900,1000,1120,1220,1240,1260,1280,950,11315,93.95,4.57,12.26,22.69,63.21,63.92
214,11.66,4.85,14,2.5,488,3.1,900,1006,1106,1220,1260,1280,1290,950,10725,94.25,4.28,12.3,22.78,62.26,63.07
214,11.41,4.21,12.85,2.54,478.5,3.2,900,1000,1100,1200,1240,1260,1280,950,9730,94.03,4.71,12.27,22.95,62.77,63.37
214,10.98,6.08,12.59,2.7,485,3,900,1000,1100,1200,1260,1280,1300,950,11835,94.28,4.44,12.38,23.43,63.07,63.65
214,10.36,4.29,13,3.2,501,3,900,1000,1100,1200,1240,1266.666667,1280,1000,13520,93.37,5,12.68,22.69,62.6,63.3
215,13.81,5.99,12.21,2.7,480,3.2,900,1000,1120,1220,1240,1260,1280,950,11010,94.39,4.42,12.17,22.63,62.99,63.65
215,13.19,6.13,13.47,2.7,508,3,900,1000,1100,1220,1260,1280,1300,950,11900,94.23,4.42,12.26,23.08,62.73,63.3
215,12.89,3.6,18.59,2.6,484,2.733333333,900,1000,1073.333333,1220,1273.333333,1293.333333,1300,1016.666667,8610,93.9,4.53,12.29,22.54,61.98,62.93
215,12.05,5.68,15.22,2.9,484.5,3.5,900,1000,1120,1220,1240,1260,1280,950,11620,94.35,4.39,12.34,23.58,63.03,63.67
215,10.72,4.85,13,3.13,491,2.9,900,1000,1090,1220,1260,1280,1290,1000,12785,94.22,4.23,12.22,22.38,62.36,63.16
215,10,4.87,14.44,2.85,512,3.1,900,1000,1100,1200,1240,1260,1240,950,11505,94.34,4.39,12.19,22.58,62.8,63.41
216,14.01,3.81,14,3.033333333,488.3333333,3.45,900,986.6666667,1193.333333,1193.333333,1233.333333,1266.666667,1280,966.6666667,12065,93.51,5.16,12.6,23.78,62.49,62.95
216,12.27,6.05,13.45,2.65,500,3,900,1000,1100,1220,1260,1280,1300,950,11570,94.47,4.27,12.45,22.78,62.93,63.44
217,12.89,5.89,13.67,2.4,475,3.15,900,1000,1100,1200,1240,1260,1280,950,9000,93.73,4.38,12.28,22.49,62.65,63.29
218,14.97,4.97,13,2.876666667,508,2.5,980,1000,1100,1200,1220,1243.333333,1260,1100,12025,93.75,4.49,11.74,23.16,62.2,62.97
218,14.92,4.95,12,2.883333333,490,2.763333333,980,1000,1100,1200,1220,1250,1270,1066.666667,12195,93.73,4.79,12.1,22.61,61.98,62.93
219,12.68,5.17,15,3.15,499,3.33,900,970,1080,1180,1240,1260,1280,950,12775,94.58,3.95,12.73,23.39,62.29,63.12
220,13.02,4.06,12,2.7,486,3.1,900,1000,1100,1200,1240,1260,1280,950,10830,94.5,3.98,12.65,22.98,62.71,63.26
220,12.87,4.57,12,2.5,477,3.1,900,1000,1100,1200,1240,1260,1280,950,10720,94.32,4.1,12.18,23.43,62.58,63.22
221,12.2,6.1,12.85,2.4,472,3.3,900,1000,1100,1200,1240,1260,1280,950,9510,93.94,4.63,12.19,21.72,62.72,63.28
223,12.06,3.99,17,2.7,485.6666667,3.3,900,980,1086,1186,1220,1266,1283,966,11280,94.55,4.04,12,24.24,62.07,62.68
224,11.11,6.11,12.77,2.64,484,3.2,900,1000,1100,1200,1240,1260,1280,950,9815,94.67,3.83,12.75,22.23,62.52,63.39
228,11.97,4.03,16,2.433333333,443.8333333,3.1,850,1000,1100,1213.333333,1246.666667,1266.666667,1263.333333,1086.666667,8440,93.81,4.25,11.74,22.93,62.41,62.95
229,9.05,3.99,17,2.75,476.6666667,3.05,900,1000,1100,1220,1280,1300,1310,1150,10280,93.22,5.03,12.03,22.05,63.12,63.7
230,11.94,4.02,18,2.283333333,441.1666667,3.366666667,850,1000,1150,1243.333333,1256.666667,1270,1276.666667,1150,8205,93.85,4.33,11.79,22.67,62.95,63.36
230,11.82,6.16,12.9,2.766666667,482.5,3.2,900,1000,1100,1200,1240,1260,1280,950,10070,94.51,4.04,12.61,22.39,62.62,63.35
246,11.92,4.19,14,2.426666667,455.8333333,3.333333333,973,993.3333333,1090,1213.333333,1230,1251.666667,1261.666667,1083.333333,9060,94.73,3.65,12.1,21.75,63.06,63.67
249,12.96,4.04,13,2.366666667,475,3.2,850,986.6666667,1093.333333,1200,1240,1256.666667,1256.7,1090,9415,94.28,3.98,11.9,19.98,63.01,63.87
